abn_key,Charity_Legal_Name,State,Town_City,Charity_Website,charity size,staff - volunteers,total full time equivalent staff,total revenue,net assets/liabilities,beneficiary_count,states_operating,years_operating,pillar_legitimacy,pillar_impact,pillar_capacity,pillar_cause,fit_score,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,rank,is_top_10
22575374854,The Anthony Virtue Charitable Foundation,QLD,Holloways Beach,www.virtueandpartners.com.au,Small,1,0.0,8136,104929,9,1,6.0,73.6,12.66482416849328,100.0,45.20547945205479,53.5,,Y,Y,Y,,,,Y,,Y,,,,,Y,,Y,,,Y,,,,Y,,,,,,,,Y,,,,,3771,0
86159027068,Paediatric Nursing Services,WA,Inglewood,https://paediatricnursingservices.org.au/,Medium,15,0.0,340830,132001,14,1,,53.220528066056694,18.734267289303965,82.0,72.6027397260274,53.5,Y,,,Y,,Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,,Y,,,,,,,Y,,3772,0
43527538956,South West Rocks Surf Life Saving Club Incorporated,NSW,South West Rocks,www.swrslsc.com.au,Medium,173,2.13,692453,183330,11,0,30.0,70.19367397380026,36.786210928009524,74.84548944337811,39.726027397260275,53.5,,Y,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,Y,,,,Y,Y,,,,,,,,,,,,Y,3773,0
84380239820,Transform4Life Inc.,VIC,Melbourne,https://transform4life.org.au/,Small,10,0.0,101533,54266,12,0,9.0,75.4,12.362527399218518,100.0,43.83561643835616,53.5,,Y,Y,,Y,,Y,Y,Y,,,Y,Y,,,,,,Y,,,Y,Y,Y,,,Y,,,,,,,,Y,,3774,0
50748303397,Tamworth Community Men's Shed Inc.,NSW,Tamworth,,Small,34,0.0,19045,210000,12,1,,70.0,18.60402172877153,80.0,57.534246575342465,53.5,Y,Y,Y,,,,Y,,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,,,,,,,,,,,,,,,,3775,0
28059526813,Glengallan Homestead Trust Ltd,QLD,Glengallan,http://www.glengallan.com.au,Small,10,1.18,163091,2024742,11,1,27.0,76.33078252851521,16.469468480735873,96.03646833013435,41.0958904109589,53.5,Y,Y,Y,Y,,,Y,Y,Y,,,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,3776,0
28155735972,Gold Coast Sikh Association Inc,QLD,Nerang,,Small,90,0.0,132542,447795,12,1,10.0,76.0,23.83417516439523,80.0,45.20547945205479,53.5,,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,3777,0
80795010519,Hellenic Theatre Incorporated,NSW,Marrickville,https://www.hellenictheatre.au,Small,20,0.0,300,2128,8,1,27.0,86.2,13.486959560341798,100.0,31.506849315068493,53.5,,Y,Y,,,,Y,,Y,,,,Y,,,,Y,,,Y,,,,Y,,Y,,,,,,,,,,,3778,0
16609236062,HER PLACE AUSTRALIAN WOMEN'S HERITAGE AND MUSEUM LTD,VIC,ABBOTSFORD,www.herplacemuseum.com,Small,2,0.0,45983,135800,11,1,,70.0,14.662981670319896,100.0,46.57534246575342,53.5,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,Y,,Y,,,,,Y,,Y,,,,,,,,,,,3779,0
36455306301,Estonian Archives In Australia,NSW,Surry Hills,http://archives.eesti.org.au,Small,15,0.0,7916,76891,6,1,68.0,100.0,11.115219670256348,100.0,20.54794520547945,53.5,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,Y,,Y,,,,,,,Y,,,,3780,0
29083850739,Artsound Incorporated,ACT,Manuka,www.artsound.fm,Small,60,0.5,199345,157179,6,0,37.0,83.09292880483241,26.31802153816825,98.32053742802303,20.54794520547945,53.5,,Y,Y,,,,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,3781,0
71094118434,Naval Historical Society of Australia Inc,NSW,Liverpool,https://navyhistory.au/,Small,50,0.0,35105,105192,5,1,50.0,100.0,13.431684615140206,100.0,17.80821917808219,53.5,,Y,Y,,,,,,,,,Y,,,,,,,,,Y,,,Y,,Y,,,,,,,,,,,3782,0
55623131760,Gateway Stronger Communities Initiative Ltd,,,https://strongercommunities.org.au,Small,6,0.0,1361,1590,8,1,,70.0,12.179421201435872,100.0,49.31506849315068,53.5,,,,,,,,Y,,Y,,,,,Y,Y,Y,,,Y,,Y,Y,,,,,,,,,,,,Y,,3783,0
77824435980,The Trustee For The Rosemary Norman Foundation,VIC,Springvale,,Small,3,0.0,245276,3384169,10,8,12.0,77.2,29.80399631500365,80.0,36.986301369863014,53.5,,Y,Y,Y,,Y,,Y,,,,Y,Y,,,Y,,,Y,,,,,Y,,,Y,,,,,,,,,,3784,0
18354625789,Zeehan Rsl Sub Branch Inc.,TAS,Zeehan,,Small,6,0.0,38798,120000,9,1,70.0,100.0,13.131802153816825,80.0,34.24657534246575,53.5,Y,Y,Y,,,,,Y,Y,,,Y,Y,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,3785,0
42662719857,Eurobodalla Meals On Wheels Cooperative Limited,NSW,Batemans Bay,http://www.eurobodallamealsonwheels.org.au,Medium,180,4.0,801134,486260,10,0,25.0,70.01748858301784,31.960016995457124,68.56429942418426,50.68493150684932,53.5,Y,,Y,,,,Y,,Y,Y,,,Y,,,,Y,,Y,,Y,,Y,,,,,,,,,,,,Y,,3786,0
15941286502,Pillars of guidance Inc,VIC,Doveton,www.pgcc.org.au,Small,48,1.0,185454,3412604,8,1,9.0,70.30156323739459,22.102036278153648,96.64107485604606,39.726027397260275,53.5,Y,Y,,,,,,,Y,Y,,,Y,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,3787,0
27135375629,Calvary Ministries Limited,NSW,Mascot,calvaryministries.org.au,Medium,0,1.0,564737,13242,15,0,11.0,68.20338748191132,14.285714285714286,78.64107485604606,65.75342465753424,53.5,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,Y,,,,,Y,,,,Y,,,,,,Y,,,3788,0
55587797599,MELBOURNE YOUTH CHORALE INC,VIC,Berwick,http://www.melbourneyouthchorale.com.au,Small,8,0.0,119066,33929,11,0,34.0,62.88725389969737,11.22335525270815,100.0,57.534246575342465,53.5,Y,,,Y,,,Y,,Y,Y,,Y,Y,,Y,,Y,,,,,,Y,Y,,Y,Y,,,,,Y,,,,,3789,0
17417446188,Bacchus Marsh And District Historical Society Inc,VIC,Bacchus Marsh,www.bmdhs.au,Small,15,0.0,23968,183742,6,1,52.0,100.0,11.115219670256348,100.0,20.54794520547945,53.5,,Y,Y,Y,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,3790,0
90242543033,THE TRUSTEE FOR DJ SMITH FOUNDATION,WA,Perth,,Small,0,0.0,178620,1789651,13,0,8.0,74.8,12.380952380952381,80.0,60.273972602739725,53.5,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,,,Y,Y,,Y,,Y,,,Y,,,,,,,,,,,,,3791,0
51528362476,Friends Of Parks Incfriends Of Para Wirra,SA,Williamstown,friendsofparkssa.org.au/members/members-directory/friends-para-wirra-conservation-park/,Small,38,0.0,5980,3673,8,1,31.0,88.6,15.168080307506557,100.0,27.397260273972602,53.5,,Y,Y,Y,,,,Y,Y,,,,Y,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,3792,0
25245034236,Kidswest Western Sydney Paediatricfundraising Inc,,,www.kidswest.org.au,Small,15,1.0,140732,6026,9,1,29.0,75.25985153648432,15.847362527399206,96.64107485604606,42.465753424657535,53.5,,,,Y,,Y,Y,Y,,Y,,,,,Y,Y,,,Y,,,,,Y,,,,Y,Y,,,Y,,,Y,Y,3793,0
74089754227,Quang Minh Temple,VIC,Braybrook,www.quangminh.org.au,Medium,300,0.0,556875,14572361,6,1,21.0,82.6,37.73296483369838,82.0,20.54794520547945,53.5,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,,,3794,0
35813388487,Hunters Hill Theatre Inc,NSW,Hunters Hill,www.huntershilltheatre.com.au,Small,34,0.0,35848,191907,6,0,90.0,100.0,8.889736014485816,100.0,23.28767123287671,53.5,Y,Y,Y,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,3795,0
94714980314,Australian Ladies Variety Association Incorporated,NSW,Ramsgate,www.alva.org.au,Small,13,0.0,67109,2136767,7,2,34.0,90.0867243813594,15.880809428507883,100.0,24.65753424657534,53.5,,Y,Y,,,,,Y,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,3796,0
80156039388,Smile Outreach Foundation Ltd,WA,Koondoola,http://www.smileoutreach.org,Small,10,0.0,40738,7378,10,0,8.0,74.8,10.457765494456613,100.0,46.57534246575342,53.5,,,Y,Y,Y,Y,,Y,,Y,,,,,,,Y,,Y,,,,Y,Y,,,,Y,,,,,,,Y,,3797,0
97194137513,Stockton Historical Society Inc,NSW,Stockton,http://stocktonhistoricalsociety.blogspot.com/,Small,20,0.0,634,1000,9,0,24.0,84.4,10.43934051272275,100.0,36.986301369863014,53.5,Y,Y,Y,,,,Y,,Y,Y,,Y,Y,,,,,,Y,,,,,,,,,,,,,Y,,,,,3798,0
54163567644,Nowra Youth Services Incorporated,NSW,Nowra,https://www.nowrayouthcentre.org.au/,Small,5,1.66,139181,73273,11,1,17.0,58.245952304776196,15.319674485610408,94.42418426103647,61.64383561643836,53.5,Y,,,,,,,,Y,Y,,,Y,,Y,,Y,,Y,Y,,Y,Y,Y,,,,,,,,,,,,,3799,0
12144783728,Association Of Australian Medical Research Institutes Limited,VIC,Royal Melbourne Hospital,https://www.aamri.org.au,Medium,100,3.3,745424,1004643,16,0,10.0,54.67640274030892,28.365533732444916,70.91554702495202,68.4931506849315,53.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,,Y,Y,,Y,,,,Y,Y,,,,Y,,,,,,,,,3800,0
32191182681,East Maitland RSL sub-Branch (RSL NSW),NSW,East Maitland,https://www.rslnsw.org.au,Small,20,0.0,19438,214369,7,0,87.0,100.0,8.534578607960844,100.0,23.28767123287671,53.4,,Y,Y,,,,,Y,Y,,,,Y,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,3801,0
32376156236,Port Stephens Community Arts Centre Incorporated,NSW,Nelson Bay,https://pscac.org.au/,Small,200,0.0,194606,123579,6,1,17.0,80.2,28.393405127227492,100.0,19.17808219178082,53.4,,Y,Y,,,,,,Y,,,Y,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,3802,0
76747232020,Biddabah Public P&C Association Inc,NSW,Warners Bay,https://www.facebook.com/groups/395254660520725/,Small,20,0.08,85211,111517,1,0,60.0,96.23941880766796,27.82029289367513,99.73128598848368,4.10958904109589,53.4,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,3803,0
81617686781,Herd of Hope Limited,SA,Tanunda,www.herdofhope.com.au,Small,4,0.0,46818,6685,10,1,3.0,71.8,13.89739191206836,100.0,45.20547945205479,53.4,Y,Y,,,,,Y,Y,,Y,,Y,,,,Y,,,Y,Y,,,,Y,,,,Y,,,,,,,,,3804,0
86720467482,DIVERSE AUSTRALIA INCORPORATED,SA,Glenelg,diverseaustralia.org.au,Small,1,0.0,15500,15500,12,0,1.0,70.6,11.521967025636137,100.0,49.31506849315068,53.4,,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,,,,Y,,,,,Y,,Y,,Y,Y,,,,,,Y,,,,3805,0
32438301774,Henry Lawson Society Of NSW Inc,NSW,Gulgong,henrylawsongulgong.org.au,Small,14,0.0,24176,336143,7,1,43.0,95.8,11.97420502557259,100.0,23.28767123287671,53.4,,Y,Y,,,,,,Y,,,Y,Y,,,,,,Y,,,,,Y,,Y,,,,,,,Y,,,,3806,0
93595891528,Forster Surf Lifesaving Club Inc,NSW,Forster,forsterslsc.com.au,Small,150,0.0,87424,1082404,6,0,32.0,89.2,19.72362527399205,100.0,20.54794520547945,53.4,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,3807,0
36733576735,Regional Service Office Queensland Incorporated,QLD,Nundah,gaaustralia.org.au,Small,0,0.0,18045,31756,11,1,9.0,64.27872208566616,14.476190476190478,100.0,52.054794520547944,53.4,Y,Y,Y,,,,,,Y,Y,,,Y,,Y,,,,Y,Y,Y,,,Y,,,,,,,,,,,,,3808,0
60633469904,MINDFX LIMITED,QLD,Buderim,http://www.mindfx.com.au,Small,16,0.0,4335,3908,8,1,,70.0,13.113377172082963,100.0,47.94520547945205,53.4,Y,,,,,,,,Y,Y,,,Y,,Y,Y,Y,,,Y,,,,,,,,Y,,,,,,,Y,,3809,0
23458315603,Churches Of Christ Aboriginal & Islanders Christian Fellowship,QLD,Tarragindi,www.aicf.net.au,Small,13,0.0,51816,-12476,12,1,30.0,48.0,16.642714190412644,100.0,65.75342465753424,53.4,Y,,,,,,,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,3810,0
91501892838,National Association of Enabling Educators of Australia Inc,QLD,Toowoomba,https://enablingeducators.org/,Small,10,0.0,22110,60721,11,0,8.0,74.8,11.410146446837567,100.0,45.20547945205479,53.4,Y,Y,Y,,,,Y,,Y,Y,,Y,Y,,,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,3811,0
52601128901,SRI SIVA JYOTHI TEMPLE LTD,NSW,Stanhope Gardens,https://www.sydneysivatemple.com,Small,35,0.0,31650,129826,9,1,6.0,73.6,15.840274468693384,100.0,41.0958904109589,53.4,,,,,,,Y,Y,Y,Y,,,Y,,Y,Y,,,,Y,Y,,,,,Y,Y,,,,,,,Y,,,3812,0
44748432382,The Liebe Group Inc,WA,Dalwallinu,www.liebegroup.org.au,Medium,350,3.26,538298,2823141,7,0,22.0,70.28367071447475,52.77537103808778,71.04990403071017,23.28767123287671,53.4,,Y,Y,,,,,Y,Y,,,,Y,,,,,,Y,,,,,Y,,,,,,Y,,Y,,,,,3813,0
71822552336,Tasmanian Amputee Society Inc,TAS,Westbury,http://www.tasamputee.org.au/,Small,13,0.91,77292,0,15,0,26.0,45.24004389722294,17.285571333269786,96.94337811900192,69.86301369863014,53.4,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,,,Y,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,Y,,3814,0
90525043941,NHW Bayside Incorporated,VIC,Black Rock,www.nhwbayside.com.au,Small,110,0.0,42484,19636,10,1,1.0,70.6,23.797325200927503,100.0,34.24657534246575,53.4,,Y,Y,Y,,,Y,Y,Y,,,Y,Y,,,,,,,,,Y,,Y,,,,,,,,,,,,Y,3815,0
68378034502,Francoise Babet Leukaemia Foundation Inc,,,,Small,50,0.0,33113,414086,12,0,25.0,85.0,16.098351281806874,80.0,45.20547945205479,53.4,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,,Y,,,,,,,,Y,,,,Y,,,,Y,,,,,3816,0
79071421244,Irongate Memorial School Of Arts,,,,Small,6,0.0,3035,11524,10,1,64.0,100.0,14.084183106197777,80.0,32.87671232876712,53.4,,Y,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,3817,0
13091551872,Bay Theatre Players Incorporated,NSW,Batemans Bay,www.baytheatreplayers.com,Small,130,0.0,57593,228302,6,1,26.0,85.6,21.85571333269787,100.0,21.91780821917808,53.4,,Y,Y,Y,,,,Y,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,3818,0
92866220508,Uca-Hillston-Gunbar Parish,NSW,Hillston,https://riverina.unitingchurch,Small,15,0.0,23001,44000,8,1,43.0,90.59374508263643,13.019981575018253,100.0,27.397260273972602,53.4,,Y,Y,Y,,,Y,Y,,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,3819,0
34236449216,Sydney Arts Management Advisory Group Incorporated,NSW,Erskineville,www.samag.org,Small,10,0.3,107834,74125,10,1,21.0,69.40461806248088,18.62443216112328,98.99232245681381,42.465753424657535,53.4,Y,Y,Y,,,,Y,,Y,,,Y,Y,,,,Y,,Y,,,,,Y,,,,,,,,,,,,,3820,0
57624185217,Offshore and Specialist Ships Australia Ltd,VIC,Malvern,www.offshorespecialistships.com,Small,37,0.0,40523,18063,12,0,3.0,71.8,14.884208519965657,100.0,43.83561643835616,53.4,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,3821,0
26639889838,Rutherford Technology High School P&C Association,NSW,Rutherford,,Small,20,0.0,52650,145114,10,0,35.0,81.21053570717535,11.391721465103702,80.0,54.794520547945204,53.4,Y,,,Y,,,Y,,Y,Y,,,Y,,Y,Y,Y,,,,,,,Y,,,Y,,,,,,,,,,3822,0
80970371917,Southside Community Care Inc,QLD,Upper Mount Gravatt,http://www.southsidecommunitycare.org.au,Medium,12,2.14,584434,1948119,11,0,41.0,79.92247502108596,12.297872220406237,74.81190019193858,58.9041095890411,53.4,Y,,,,,,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,Y,,Y,,,,,,,,,,,,,Y,,3823,0
46193707109,Steam Tram And Railway Preservation Co Op Society Ltd,NSW,Valley Heights,https://www.valleyheightsrailmuseum.info/about/vh-steam-tramway,Small,12,0.0,44585,572666,6,1,66.0,100.0,10.835032879062222,100.0,20.54794520547945,53.4,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,3824,0
24631299315,LIVING WHOLENESS LTD.,QLD,Buderim,www.livingwholeness.org,Small,60,0.4,28090,15791,7,1,1.0,69.30391021772243,35.0204024905492,98.65642994241841,23.28767123287671,53.4,,Y,Y,,Y,,Y,Y,,,,,,,,,,,Y,,,,,Y,,,Y,,,,,,,,,,3825,0
78092957168,Kollege Of Knowledge Kommitee For Kids Incorporated.,NSW,Bowral,www.the4k.com.au,Small,10,0.0,140119,413695,7,1,21.0,82.6,11.600622637313755,100.0,36.986301369863014,53.4,Y,,,Y,,Y,,,,,,,,Y,,,Y,,Y,,,,,Y,,,,Y,,,,,,,,,3826,0
40168034008,Tangalooma Ecomarines Foundation Ltd,QLD,Eagle Farm,https://www.ecomarines.org,Medium,1600,1.5,253638,97318,5,0,,56.65136600974273,64.76190476190476,76.96161228406909,17.80821917808219,53.4,,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,3827,0
39150530260,BURMESE COMMUNITY DEVELOPMENT COLLABORATION,NSW,Wetherill Park,www.mettacommunitycare.org.au,Medium,46,0.0,270050,156417,11,1,9.0,71.9496868807902,18.772387941167086,82.0,53.42465753424658,53.4,,Y,Y,,Y,,Y,Y,,Y,,,,,Y,,Y,,,Y,,,Y,Y,,,,,,,,,,,Y,,3828,0
41629322176,DOING GOOD REWARDS FOUNDATION OVERSEAS AID DEVELOPMENT LTD.,VIC,Abbotsford,www.doinggoodfund.org,Small,5,0.0,169216,6626,12,0,2.0,71.2,11.895549413894972,100.0,47.94520547945205,53.4,,Y,Y,Y,Y,Y,,,Y,Y,,,Y,,,,,,Y,Y,,,Y,Y,,,,,,,,,,,Y,,3829,0
17572851531,Putty Community Association Inc,NSW,Putty,http://putty.nsw.au,Small,20,0.0,20232,44855,10,1,18.0,80.8,15.391721465103702,100.0,34.24657534246575,53.4,,Y,Y,Y,,Y,,Y,Y,,,,Y,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,3830,0
96621534683,Armadillo&Co Foundation Limited,NSW,Surry Hills,https://armadillo-co.com/the-armadillo-and-co-foundation/,Small,0,0.0,59085,71957,11,0,3.0,71.8,10.476190476190478,100.0,49.31506849315068,53.4,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,,Y,,,,,Y,,,Y,,,,,,,,Y,,3831,0
59712143650,Rainbow Coast Neighbourhood Centre Incorporated,WA,Centennial Park,http://www.rcnc.org.au,Medium,10,7.1,929149,387605,17,1,32.0,64.64348070826789,21.30048849915145,58.15163147792707,76.71232876712328,53.4,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,3832,0
92072823704,Clare Valley Christian Outreach Inc,SA,Clare,,Small,105,0.0,83480,705137,7,1,28.0,86.8,20.4732043584611,80.0,38.35616438356164,53.4,Y,,,Y,,,,Y,,Y,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,Y,,3833,0
63307591916,Maroondah Symphony Orchestra Inc,VIC,Box Hill,www.maroondahsymphony.org.au,Small,20,0.0,5811,65405,7,0,56.0,100.0,8.534578607960844,100.0,23.28767123287671,53.4,,Y,Y,Y,,,,Y,Y,,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,3834,0
38816339871,Ink Pot Arts Incorporated,SA,Mount Barker,https://inkpot.com.au,Small,42,1.2,122070,16009,12,0,16.0,60.901397902152475,19.726186505289203,95.96928982725528,52.054794520547944,53.4,,Y,Y,Y,,Y,Y,,Y,Y,,,Y,,,Y,Y,,Y,,,,,Y,,Y,,,,,,,,,,,3835,0
13005130272,Open House Christian Involvement Centres,VIC,Macleod,www.ohcic.org.au,Medium,60,8.8,845442,4549833,15,0,49.0,79.58437024297197,20.74172283686955,52.44145873320537,67.12328767123287,53.4,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,,Y,,,Y,,Y,,Y,,Y,,,,,,,,,,,,,3836,0
72066857127,Bega Access Radio Inc,NSW,Bega,edgefm.org.au,Small,30,0.0,23087,10972,9,1,27.0,80.83332609366735,15.373296483369838,100.0,34.24657534246575,53.4,Y,Y,Y,,,,,Y,Y,,,Y,Y,,,,,,Y,,,,,Y,,,,,,,,,,,Y,,3837,0
96537729027,Ballarat East Community Shed,VIC,Ballarat East,www.becs.shed.org.au,Small,100,0.0,45250,512458,8,0,13.0,77.8,16.958607325518507,100.0,35.61643835616438,53.4,,Y,Y,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,Y,,3838,0
90853190240,Wise Woman Project,QLD,Stratford,wisewomanproject.com,Small,6,0.0,16537,1333,11,0,4.0,72.4,11.036564058578731,100.0,47.94520547945205,53.4,,Y,,,Y,,Y,Y,Y,Y,,,Y,,Y,,Y,,Y,Y,,,,,,,,,,,,,,Y,Y,,3839,0
66117071333,Charity Australia International Ltd,NSW,Mount Druitt,charityaustralia.org.au,Medium,30,0.0,422048,218728,12,1,,70.0,18.230439340512696,82.0,56.16438356164384,53.4,,,,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,Y,,,,Y,,,Y,,,,,,,,Y,,3840,0
54516208440,Coledale RSL sub-Branch (RSL NSW),NSW,THIRROUL,rslnsw.org.au,Small,10,0.0,6937,1900000,7,0,75.0,100.0,7.600622637313755,100.0,24.65753424657534,53.4,,Y,Y,Y,,,,Y,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,Y,,,,,3841,0
39633503312,BLESSED OLIVE LTD,NSW,Norwest,http://www.blessedolive.org,Small,6,0.0,743,-5223,18,0,,30.0,17.703230725245398,100.0,82.1917808219178,53.4,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,Y,Y,Y,,Y,Y,,Y,Y,Y,,,Y,Y,,,,,,,Y,,3842,0
27833875690,Volunteer Marine Rescue Round Hill Inc,QLD,Seventeen Seventy,,Small,25,0.0,72564,79924,10,1,46.0,97.6,15.858699450427245,80.0,32.87671232876712,53.4,,Y,Y,Y,,,Y,Y,Y,,,Y,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,3843,0
92984592272,UCA - New Beginnings Uniting Church,NSW,Cronulla,nbu.org.au,Small,40,2.0,219725,16062110,8,1,43.0,80.38561282611069,17.854871501635976,93.28214971209212,36.986301369863014,53.4,,Y,Y,Y,,,,Y,,Y,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,Y,Y,,3844,0
74118940854,Kellerberrin Community Men's Shed Inc,WA,Kellerberrin,,Small,10,0.0,63484,420000,13,0,10.0,76.0,13.31490835159947,80.0,57.534246575342465,53.4,Y,Y,Y,Y,,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,,,,,,,,,3845,0
20634042756,THIS STORY AUSTRALIA LTD,QLD,Redcliffe,www.thisstory.com.au,Small,4,0.26,56878,25719,11,3,1.0,63.065547145549836,24.772849787526237,99.12667946257197,41.0958904109589,53.3,Y,Y,Y,,,,Y,Y,Y,,,Y,Y,,,,,,Y,,Y,,,Y,,Y,,,,,,,,,Y,,3846,0
12420433883,WALKSYDNEY INCORPORATED,NSW,Surry Hills,www.walksydney.org,Small,9,0.0,970,0,17,0,1.0,30.6,17.03103656405857,100.0,82.1917808219178,53.3,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,,,,,,,,Y,,,,,3847,0
25391137360,Redland City Bands Incorporated,QLD,Alexandra Hills,www.redlandcitybands.org.au,Small,120,0.0,33360,348182,7,1,31.0,78.38387883772704,21.874138314431733,100.0,28.767123287671232,53.3,Y,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,3848,0
76803488074,BRIGHT FUTURES CHILD AID AND DEVELOPMENT FUND AUSTRALIA LIMITED,SA,Mawson Lakes,www.brightfutures.com.au,Medium,50,0.5,444014,157424,12,0,,66.5621149538889,28.59835128180687,80.32053742802303,47.94520547945205,53.3,,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,,,,Y,,Y,,,,,Y,,,Y,Y,,,,,,,Y,,3849,0
55006815223,Marine Teachers' Association of New South Wales Incorporated,NSW,Heathcote,www.marineteachers.com.au,Small,5,0.0,121798,114995,8,1,24.0,84.4,12.086025604371164,100.0,34.24657534246575,53.3,Y,Y,,,,,Y,,Y,Y,,,Y,,,,,,Y,,,,,Y,,,Y,,,,,,,,,,3850,0
61138370147,Turning Point Camden Incorporated,NSW,Camden,turningpointcamden.org.au,Small,28,0.0,104743,0,16,1,,24.722162301972258,21.853171955907086,100.0,82.1917808219178,53.3,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,Y,,3851,0
45397699724,Financial Administrative and Professional Services Training Council Incorporated,WA,Osborne Park,https://www.fapstc.org.au,Medium,9,3.59,563554,205754,15,1,24.0,64.19257494464316,19.439645132834272,69.94145873320538,69.86301369863014,53.3,Y,Y,Y,,,,Y,,Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,,,Y,,,Y,,,,,,,,,,3852,0
62571031981,Millicent Mens Shed Inc.,SA,Millicent,,Small,50,0.0,16915,87092,13,1,8.0,74.8,21.050732234187826,80.0,49.31506849315068,53.3,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,,,,Y,,Y,Y,Y,,,Y,,,,Y,,,,,,,Y,,3853,0
